Sample	Chromosome	Start	End	Num_Probes	Segment_Mean
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	1	3301765	5262387	1397	0.1647
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	1	5263369	8834915	2051	0.2167
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	1	8834930	9758670	424	0.3361
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	1	9759842	9894660	59	0.6543
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	1	9900060	10376368	216	0.2446
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	1	10376622	16445151	3177	0.0723
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	1	16446090	17328912	254	0.1484
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	1	17329133	17772058	252	0.2804
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	1	17778060	18268932	441	0.1522
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	1	18269365	19019518	538	0.0385
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	1	19019683	19457152	272	0.6362
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	1	19461281	25447591	3225	0.0619
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	1	25562931	30912474	2634	-0.6299
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	1	30923323	31283052	165	0.1562
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	1	31286901	32189489	420	-0.4874
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	1	32195458	32332533	49	0.3182
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	1	32340356	34220529	1069	0.2005
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	1	34226138	35924412	876	0.2642
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	1	35928166	36294443	159	0.6266
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	1	36300311	38930398	1572	0.1884
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	1	38933197	42712398	2040	0.2267
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	1	42712636	44241303	892	0.3126
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	1	44247017	44838578	348	0.2346
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	1	44838666	45730058	391	0.1453
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	1	45732038	45791218	21	0.4846
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	1	45796457	48949530	1804	0.1374
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	1	48953643	49029984	45	-0.5085
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	1	49032693	49096607	29	0.0619
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	1	49098799	49265696	71	-0.4623
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	1	49272623	54555908	2558	0.1565
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	1	54556127	54968975	259	0.4684
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	1	54970214	55070330	86	0.0725
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	1	55071525	57169270	1672	0.1866
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	1	57171010	57450121	247	0.3305
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	1	57450927	60004869	1872	0.1556
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	1	60012169	60468108	289	0.3563
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	1	60471596	62908933	1652	0.1945
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	1	62910733	68156307	3893	0.1168
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	1	68157689	68479109	216	0.6236
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	1	68481985	68569339	60	0.1388
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	1	68570079	68571003	2	-0.7412
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	1	68571661	70040114	791	0.1217
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	1	70040421	71943994	945	0.0725
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	1	71945815	72394126	222	0.1348
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	1	72394757	76586440	2490	0.1931
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	1	76586911	84492293	4700	0.1439
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	1	84492502	84613346	64	0.2102
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	1	84613727	85474252	620	0.2334
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	1	85474269	86383800	604	0.309
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	1	86392338	86525162	109	0.2499
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	1	86526486	90867031	2768	0.1564
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	1	90868386	91307250	243	0.2695
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	1	91315265	91337198	27	0.0278
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	1	91337226	92779977	764	0.2575
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	1	92790195	96492502	2365	0.1779
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	1	96496167	96649493	95	0.1314
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	1	96653271	97209628	307	0.0497
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	1	97210704	98349506	590	0.1328
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	1	98351412	99218100	557	0.1665
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	1	99218676	100773820	1011	0.2336
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	1	100777502	101095142	158	0.1604
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	1	101097764	102852113	1058	0.0811
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	1	102852687	107743746	2609	0.1313
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	1	107744010	109310269	718	0.0933
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	1	109311865	109753150	184	0.4156
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	1	109756621	116857593	4700	0.0859
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	1	116861637	117678846	527	0.6633
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	1	117680504	150377292	1520	0.1081
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	1	150494291	150824340	145	0.6168
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	1	150825804	152173584	606	0.2699
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	1	152174747	153059655	523	0.1921
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	1	153067302	153887765	432	0.3029
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	1	153890003	155014970	574	0.1451
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	1	155023027	155128592	41	0.5361
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	1	155131479	155853149	294	0.1969
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	1	155853180	156184898	134	1.0002
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	1	156186231	156455196	129	0.7096
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	1	156461549	157578985	665	0.2081
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	1	157579380	158533560	663	0.3326
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	1	158541869	158545295	27	0.1044
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	1	158580102	159889602	872	0.2224
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	1	159889615	161686708	913	0.1255
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	1	161688868	163570199	1562	0.433
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	1	163579474	173308704	7007	0.1432
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	1	173308851	175285695	1049	0.3105
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	1	175293315	176496864	485	0.1017
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	1	176497357	180420057	2558	0.1922
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	1	180421908	180552234	74	0.499
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	1	180554641	180590607	32	1.0533
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	1	180593108	180748103	88	0.5101
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	1	180748718	182890634	1514	0.2017
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	1	182896582	183050027	93	0.7334
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	1	183052188	183824189	542	0.1589
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	1	183825129	183873970	62	0.5489
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	1	183876598	185698386	1110	0.1396
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	1	185699451	185738102	18	0.6792
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	1	185740011	189897041	2459	0.1536
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	1	189897065	190461296	325	0.2467
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	1	190461764	190601748	103	0.3715
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	1	190602972	191133350	276	0.2229
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	1	191133948	192782288	969	0.1345
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	1	192784909	193156917	226	0.0429
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	1	193157009	194883303	1192	0.142
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	1	194885619	195673786	368	0.3135
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	1	195675499	195677918	2	-1.1409
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	1	195680112	196261869	386	0.3832
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	1	196267893	196990905	270	0.2692
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	1	196995755	197234751	105	0.3666
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	1	197236035	197545495	168	0.2515
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	1	197549659	197788606	136	0.3555
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	1	197788716	200219465	1532	0.1443
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	1	200220177	200220293	2	-1.1715
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	1	200220396	202097883	1253	0.1358
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	1	202105425	202183001	50	0.6514
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	1	202184133	202606492	213	0.1724
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	1	202608577	202878801	185	0.1064
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	1	202878895	203236880	237	0.2178
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	1	203237581	204008405	457	0.3633
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	1	204008420	204114817	69	0.6695
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	1	204117469	205101445	826	0.3149
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	1	205102317	206037048	525	0.2297
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	1	206038009	206058124	8	-0.1287
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	1	206061687	207437705	743	0.1619
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	1	207437817	207441733	2	-0.6622
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	1	207447229	207613901	100	0.1665
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	1	207615233	207895234	196	0.336
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	1	207895819	207985442	77	0.1885
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	1	207986093	214610919	4715	0.1124
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	1	214620470	221010746	4322	0.1717
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	1	221010931	222166296	844	0.2348
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	1	222166362	224000960	963	0.1379
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	1	224001750	225040597	692	0.3578
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	1	225041372	225954082	402	0.1804
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	1	225955555	225988262	21	0.5466
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	1	225992208	228785052	1416	0.1409
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	1	228788132	228894334	73	0.5691
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	1	228900853	234513898	4165	0.1669
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	1	234516109	235903691	731	0.4032
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	1	235905016	237326004	1120	0.3507
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	1	237326614	239444749	1636	0.4067
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	1	239445102	247650984	4806	0.1603
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	2	480597	8215450	4702	0.4993
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	2	8216162	9782128	1074	0.7049
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	2	9782242	14463953	3131	0.5453
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	2	14464155	19029665	3233	0.4847
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	2	19029696	24865060	3598	0.5379
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	2	24865162	26911371	956	0.48
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	2	26913545	28035569	459	0.5381
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	2	28036717	31119220	2091	0.5754
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	2	31119511	38545062	3608	0.53
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	2	38545773	38676040	68	1.0104
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	2	38677783	40499928	1082	0.5516
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	2	40505717	41988566	937	0.6095
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	2	41991194	42215072	167	1.0862
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	2	42218668	42934040	411	0.5401
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	2	42938007	42981188	38	1.0514
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	2	42986856	43220456	163	0.5009
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	2	43220627	44717738	870	0.5855
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	2	44718194	45372072	459	0.5153
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	2	45373193	45702833	220	0.5958
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	2	45702980	46968920	1069	0.5064
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	2	46969772	47732041	449	0.9348
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	2	47734006	48207998	212	0.1725
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	2	48211961	48901598	402	0.3183
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	2	48902177	51390464	1331	0.1427
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	2	51391375	57614768	3270	0.0511
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	2	57614906	57792334	73	-0.3184
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	2	57799242	62468967	2739	0.0233
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	2	62469835	64036797	705	0.0902
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	2	64036838	66098790	1328	0.0416
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	2	66098829	67773901	1203	0.1221
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	2	67773938	67978495	131	0.2501
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	2	67981666	73219259	3010	0.0452
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	2	73219691	75061573	939	0.2049
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	2	75061642	81051323	3276	0.0909
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	2	81054080	82703594	828	0.161
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	2	82704276	84456008	998	0.1004
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	2	84456273	97696425	2309	0.0517
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	2	97697432	100568727	1627	0.1502
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	2	100568828	102294597	1076	0.078
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	2	102295024	102399458	67	0.1421
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	2	102399682	102422684	21	0.219
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	2	102423283	102895834	339	0.6377
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	2	102900289	104510483	937	0.1219
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	2	104510840	113669825	4623	0.0606
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	2	113671128	117490138	1757	0.1556
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	2	117491353	122975805	3449	0.0513
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	2	122980932	125754853	875	0.1505
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	2	125755429	134618603	4431	0.0571
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	2	134624636	137422078	1705	0.1236
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	2	137427719	137582183	88	-0.5012
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	2	137589135	140993494	1547	0.1072
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	2	140995219	141037186	33	-0.5261
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	2	141037700	141040140	5	-1.3608
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	2	141040311	141106025	44	-2.605
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	2	141106226	141263078	87	-4.2855
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	2	141264223	141427880	108	-2.7557
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	2	141428248	141850702	354	-0.6297
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	2	141851214	143370006	928	0.07
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	2	143370043	145244585	1032	0.013
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	2	145298718	156594672	6548	0.0722
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	2	156596626	156838028	130	0.2564
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	2	156844744	158614901	969	0.0694
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	2	158617703	158743152	110	-0.1431
CABAL_p_TCGA_b112_125_SNP_N_GenomeWideSNP_6_F06_780640	2	158743267	158790561	37	0.065
