Sample	Chromosome	Start	End	Num_Probes	Segment_Mean
SOOKS_p_TCGA_b90_SNP_N_GenomeWideSNP_6_E12_748568	1	3301765	60997754	32280	-0.0687
SOOKS_p_TCGA_b90_SNP_N_GenomeWideSNP_6_E12_748568	1	60998153	245495416	96973	-0.0545
SOOKS_p_TCGA_b90_SNP_N_GenomeWideSNP_6_E12_748568	1	245495906	247403573	689	-0.0777
SOOKS_p_TCGA_b90_SNP_N_GenomeWideSNP_6_E12_748568	1	247404621	247404630	2	-1.4738
SOOKS_p_TCGA_b90_SNP_N_GenomeWideSNP_6_E12_748568	1	247404749	247650984	162	-0.0635
SOOKS_p_TCGA_b90_SNP_N_GenomeWideSNP_6_E12_748568	2	480597	112980446	59938	0.1132
SOOKS_p_TCGA_b90_SNP_N_GenomeWideSNP_6_E12_748568	2	112982682	113553936	309	0.2602
SOOKS_p_TCGA_b90_SNP_N_GenomeWideSNP_6_E12_748568	2	113566491	123123640	5337	0.1118
SOOKS_p_TCGA_b90_SNP_N_GenomeWideSNP_6_E12_748568	2	123126362	123135123	7	-0.707
SOOKS_p_TCGA_b90_SNP_N_GenomeWideSNP_6_E12_748568	2	123135797	241537572	66876	0.1136
SOOKS_p_TCGA_b90_SNP_N_GenomeWideSNP_6_E12_748568	3	2170634	29213873	16045	-0.228
SOOKS_p_TCGA_b90_SNP_N_GenomeWideSNP_6_E12_748568	3	29215992	29216686	2	-1.6324
SOOKS_p_TCGA_b90_SNP_N_GenomeWideSNP_6_E12_748568	3	29216915	97078925	36859	-0.2278
SOOKS_p_TCGA_b90_SNP_N_GenomeWideSNP_6_E12_748568	3	97081119	98276319	625	0.0163
SOOKS_p_TCGA_b90_SNP_N_GenomeWideSNP_6_E12_748568	3	98285538	100111815	995	-0.236
SOOKS_p_TCGA_b90_SNP_N_GenomeWideSNP_6_E12_748568	3	100114736	197812401	52855	0.0109
SOOKS_p_TCGA_b90_SNP_N_GenomeWideSNP_6_E12_748568	4	1059384	52725031	28908	-0.0627
SOOKS_p_TCGA_b90_SNP_N_GenomeWideSNP_6_E12_748568	4	52726203	179007480	70504	-0.1198
SOOKS_p_TCGA_b90_SNP_N_GenomeWideSNP_6_E12_748568	4	179008572	180205799	711	-0.2765
SOOKS_p_TCGA_b90_SNP_N_GenomeWideSNP_6_E12_748568	4	180206582	187842528	3597	-0.1199
SOOKS_p_TCGA_b90_SNP_N_GenomeWideSNP_6_E12_748568	5	913983	4012189	1957	0.1083
SOOKS_p_TCGA_b90_SNP_N_GenomeWideSNP_6_E12_748568	5	4012580	4012586	2	-1.2142
SOOKS_p_TCGA_b90_SNP_N_GenomeWideSNP_6_E12_748568	5	4013527	89594138	45955	0.1
SOOKS_p_TCGA_b90_SNP_N_GenomeWideSNP_6_E12_748568	5	89594811	89599533	2	-1.4694
SOOKS_p_TCGA_b90_SNP_N_GenomeWideSNP_6_E12_748568	5	89599755	180934240	53432	0.0964
SOOKS_p_TCGA_b90_SNP_N_GenomeWideSNP_6_E12_748568	6	1011760	170596889	97361	-0.0566
SOOKS_p_TCGA_b90_SNP_N_GenomeWideSNP_6_E12_748568	7	664936	105745804	53684	0.2699
SOOKS_p_TCGA_b90_SNP_N_GenomeWideSNP_6_E12_748568	7	105747498	127668374	11937	0.0799
SOOKS_p_TCGA_b90_SNP_N_GenomeWideSNP_6_E12_748568	7	127671479	127671809	2	-1.7021
SOOKS_p_TCGA_b90_SNP_N_GenomeWideSNP_6_E12_748568	7	127672427	158592540	16549	0.0898
SOOKS_p_TCGA_b90_SNP_N_GenomeWideSNP_6_E12_748568	8	667625	897144	131	-0.0112
SOOKS_p_TCGA_b90_SNP_N_GenomeWideSNP_6_E12_748568	8	897185	46570871	25036	-0.0641
SOOKS_p_TCGA_b90_SNP_N_GenomeWideSNP_6_E12_748568	8	46574809	144182542	57185	-0.0355
SOOKS_p_TCGA_b90_SNP_N_GenomeWideSNP_6_E12_748568	9	789794	38389603	23347	-0.2068
SOOKS_p_TCGA_b90_SNP_N_GenomeWideSNP_6_E12_748568	9	38390940	91521207	16528	-0.2225
SOOKS_p_TCGA_b90_SNP_N_GenomeWideSNP_6_E12_748568	9	91522388	91522653	3	-1.2475
SOOKS_p_TCGA_b90_SNP_N_GenomeWideSNP_6_E12_748568	9	91525020	138044505	28789	-0.22
