Sample	Chromosome	Start	End	Num_Probes	Segment_Mean
BUNGS_p_TCGA_257_258_N_GenomeWideSNP_6_B05_1301048	1	3301765	119984772	68105	-0.2137
BUNGS_p_TCGA_257_258_N_GenomeWideSNP_6_B05_1301048	1	149906351	179718699	18351	0.5868
BUNGS_p_TCGA_257_258_N_GenomeWideSNP_6_B05_1301048	1	179719011	200317357	12547	0.6296
BUNGS_p_TCGA_257_258_N_GenomeWideSNP_6_B05_1301048	1	200320149	213692012	8838	0.5959
BUNGS_p_TCGA_257_258_N_GenomeWideSNP_6_B05_1301048	1	213694064	247650984	21855	0.6168
BUNGS_p_TCGA_257_258_N_GenomeWideSNP_6_B05_1301048	2	480597	141112462	74010	0.0726
BUNGS_p_TCGA_257_258_N_GenomeWideSNP_6_B05_1301048	2	141114936	141377824	157	-0.2563
BUNGS_p_TCGA_257_258_N_GenomeWideSNP_6_B05_1301048	2	141380493	241537572	57931	0.0757
BUNGS_p_TCGA_257_258_N_GenomeWideSNP_6_B05_1301048	3	2170634	197812401	107033	-0.1915
BUNGS_p_TCGA_257_258_N_GenomeWideSNP_6_B05_1301048	4	1059384	8704195	4353	0.4837
BUNGS_p_TCGA_257_258_N_GenomeWideSNP_6_B05_1301048	4	8704538	48066809	23993	0.3139
BUNGS_p_TCGA_257_258_N_GenomeWideSNP_6_B05_1301048	4	48067890	52023436	114	0.1014
BUNGS_p_TCGA_257_258_N_GenomeWideSNP_6_B05_1301048	4	52023852	55641574	2459	-0.1756
BUNGS_p_TCGA_257_258_N_GenomeWideSNP_6_B05_1301048	4	55646407	56175432	283	0.0721
BUNGS_p_TCGA_257_258_N_GenomeWideSNP_6_B05_1301048	4	56182536	98269567	23412	-0.1897
BUNGS_p_TCGA_257_258_N_GenomeWideSNP_6_B05_1301048	4	98275675	98334463	29	-0.9651
BUNGS_p_TCGA_257_258_N_GenomeWideSNP_6_B05_1301048	4	98334782	119332698	11870	-0.2068
BUNGS_p_TCGA_257_258_N_GenomeWideSNP_6_B05_1301048	4	119336969	119337052	2	-2.6412
BUNGS_p_TCGA_257_258_N_GenomeWideSNP_6_B05_1301048	4	119339630	187842528	36858	-0.1995
BUNGS_p_TCGA_257_258_N_GenomeWideSNP_6_B05_1301048	5	913983	50851095	26135	0.0372
BUNGS_p_TCGA_257_258_N_GenomeWideSNP_6_B05_1301048	5	50852447	126416792	41685	-0.0912
BUNGS_p_TCGA_257_258_N_GenomeWideSNP_6_B05_1301048	5	126418953	126493255	55	-0.851
BUNGS_p_TCGA_257_258_N_GenomeWideSNP_6_B05_1301048	5	126497876	180934240	33163	-0.1003
BUNGS_p_TCGA_257_258_N_GenomeWideSNP_6_B05_1301048	6	1011760	170596889	97078	0.0656
BUNGS_p_TCGA_257_258_N_GenomeWideSNP_6_B05_1301048	7	664936	77136126	38641	0.0728
BUNGS_p_TCGA_257_258_N_GenomeWideSNP_6_B05_1301048	7	77138566	82844769	3601	0.296
BUNGS_p_TCGA_257_258_N_GenomeWideSNP_6_B05_1301048	7	82847174	91728135	4098	0.2585
BUNGS_p_TCGA_257_258_N_GenomeWideSNP_6_B05_1301048	7	91728539	91728979	3	-0.8165
BUNGS_p_TCGA_257_258_N_GenomeWideSNP_6_B05_1301048	7	91731675	103575631	5843	0.2575
BUNGS_p_TCGA_257_258_N_GenomeWideSNP_6_B05_1301048	7	103576436	123545353	10943	0.2909
BUNGS_p_TCGA_257_258_N_GenomeWideSNP_6_B05_1301048	7	123545551	157931756	18586	0.2502
BUNGS_p_TCGA_257_258_N_GenomeWideSNP_6_B05_1301048	7	157931787	157935147	3	-1.3018
BUNGS_p_TCGA_257_258_N_GenomeWideSNP_6_B05_1301048	7	157935411	158592540	230	0.2601
