Sample	Chromosome	Start	End	Num_Probes	Segment_Mean
COAPT_p_TCGASNP_197_201_204_N_GenomeWideSNP_6_H11_1051400	1	3301765	4182525	483	-0.2218
COAPT_p_TCGASNP_197_201_204_N_GenomeWideSNP_6_H11_1051400	1	4193552	4524308	328	0.8789
COAPT_p_TCGASNP_197_201_204_N_GenomeWideSNP_6_H11_1051400	1	4526119	6562983	1321	0.3563
COAPT_p_TCGASNP_197_201_204_N_GenomeWideSNP_6_H11_1051400	1	6564128	7008389	255	0.8488
COAPT_p_TCGASNP_197_201_204_N_GenomeWideSNP_6_H11_1051400	1	7009748	8400744	851	0.9996
COAPT_p_TCGASNP_197_201_204_N_GenomeWideSNP_6_H11_1051400	1	8405609	13892372	2445	0.5455
COAPT_p_TCGASNP_197_201_204_N_GenomeWideSNP_6_H11_1051400	1	13893691	14182781	290	1.0037
COAPT_p_TCGASNP_197_201_204_N_GenomeWideSNP_6_H11_1051400	1	14183181	24492891	5918	0.5634
COAPT_p_TCGASNP_197_201_204_N_GenomeWideSNP_6_H11_1051400	1	24495534	30145009	2562	-0.2136
COAPT_p_TCGASNP_197_201_204_N_GenomeWideSNP_6_H11_1051400	1	30146358	30147019	4	-1.1042
COAPT_p_TCGASNP_197_201_204_N_GenomeWideSNP_6_H11_1051400	1	30150062	46465120	8685	-0.1958
COAPT_p_TCGASNP_197_201_204_N_GenomeWideSNP_6_H11_1051400	1	46467225	57390204	6519	0.1466
COAPT_p_TCGASNP_197_201_204_N_GenomeWideSNP_6_H11_1051400	1	57391638	57391718	2	-0.9481
COAPT_p_TCGASNP_197_201_204_N_GenomeWideSNP_6_H11_1051400	1	57391980	60117995	1997	0.1603
COAPT_p_TCGASNP_197_201_204_N_GenomeWideSNP_6_H11_1051400	1	60118240	61466932	926	-0.1504
COAPT_p_TCGASNP_197_201_204_N_GenomeWideSNP_6_H11_1051400	1	61469634	61489154	20	-0.6903
COAPT_p_TCGASNP_197_201_204_N_GenomeWideSNP_6_H11_1051400	1	61491435	61809254	244	-0.1599
COAPT_p_TCGASNP_197_201_204_N_GenomeWideSNP_6_H11_1051400	1	61810248	62752511	592	0.1494
COAPT_p_TCGASNP_197_201_204_N_GenomeWideSNP_6_H11_1051400	1	62760241	62760855	2	-0.7424
COAPT_p_TCGASNP_197_201_204_N_GenomeWideSNP_6_H11_1051400	1	62764062	63123747	306	0.1524
COAPT_p_TCGASNP_197_201_204_N_GenomeWideSNP_6_H11_1051400	1	63130786	63353151	137	0.3573
COAPT_p_TCGASNP_197_201_204_N_GenomeWideSNP_6_H11_1051400	1	63354605	63376159	12	0.2235
COAPT_p_TCGASNP_197_201_204_N_GenomeWideSNP_6_H11_1051400	1	63378782	63393375	8	-0.4201
COAPT_p_TCGASNP_197_201_204_N_GenomeWideSNP_6_H11_1051400	1	63394156	63419429	19	0.2861
COAPT_p_TCGASNP_197_201_204_N_GenomeWideSNP_6_H11_1051400	1	63419885	108103935	27095	-0.1604
COAPT_p_TCGASNP_197_201_204_N_GenomeWideSNP_6_H11_1051400	1	108105843	117115233	5540	-0.1894
COAPT_p_TCGASNP_197_201_204_N_GenomeWideSNP_6_H11_1051400	1	117115822	117631600	316	-0.1252
COAPT_p_TCGASNP_197_201_204_N_GenomeWideSNP_6_H11_1051400	1	117632370	149906351	1381	0.0892
COAPT_p_TCGASNP_197_201_204_N_GenomeWideSNP_6_H11_1051400	1	149909846	150017843	44	-0.0722
COAPT_p_TCGASNP_197_201_204_N_GenomeWideSNP_6_H11_1051400	1	150018467	151093153	384	0.1782
COAPT_p_TCGASNP_197_201_204_N_GenomeWideSNP_6_H11_1051400	1	151099218	152666718	758	0.2643
COAPT_p_TCGASNP_197_201_204_N_GenomeWideSNP_6_H11_1051400	1	152666820	152852270	112	0.4665
COAPT_p_TCGASNP_197_201_204_N_GenomeWideSNP_6_H11_1051400	1	152854358	152855176	3	-0.6242
COAPT_p_TCGASNP_197_201_204_N_GenomeWideSNP_6_H11_1051400	1	152855958	152871451	8	0.7268
COAPT_p_TCGASNP_197_201_204_N_GenomeWideSNP_6_H11_1051400	1	152872109	152896663	19	0.4266
COAPT_p_TCGASNP_197_201_204_N_GenomeWideSNP_6_H11_1051400	1	152899818	152900077	2	-0.4578
COAPT_p_TCGASNP_197_201_204_N_GenomeWideSNP_6_H11_1051400	1	152901969	153603920	464	0.5055
COAPT_p_TCGASNP_197_201_204_N_GenomeWideSNP_6_H11_1051400	1	153605427	156001901	1061	0.4349
COAPT_p_TCGASNP_197_201_204_N_GenomeWideSNP_6_H11_1051400	1	156002986	171809270	10946	0.4881
COAPT_p_TCGASNP_197_201_204_N_GenomeWideSNP_6_H11_1051400	1	171810129	173401264	1044	0.5364
COAPT_p_TCGASNP_197_201_204_N_GenomeWideSNP_6_H11_1051400	1	173402639	175173534	899	0.4421
COAPT_p_TCGASNP_197_201_204_N_GenomeWideSNP_6_H11_1051400	1	175174426	175901001	290	0.5234
COAPT_p_TCGASNP_197_201_204_N_GenomeWideSNP_6_H11_1051400	1	175902145	176376034	198	0.1013
COAPT_p_TCGASNP_197_201_204_N_GenomeWideSNP_6_H11_1051400	1	176376120	179022504	1658	0.1634
COAPT_p_TCGASNP_197_201_204_N_GenomeWideSNP_6_H11_1051400	1	179023312	180031450	738	0.1132
COAPT_p_TCGASNP_197_201_204_N_GenomeWideSNP_6_H11_1051400	1	180042225	188282638	5400	-0.1827
COAPT_p_TCGASNP_197_201_204_N_GenomeWideSNP_6_H11_1051400	1	188282763	202043607	8097	0.1141
COAPT_p_TCGASNP_197_201_204_N_GenomeWideSNP_6_H11_1051400	1	202049090	210583703	5763	0.4697
COAPT_p_TCGASNP_197_201_204_N_GenomeWideSNP_6_H11_1051400	1	210584426	214322360	2427	0.6692
COAPT_p_TCGASNP_197_201_204_N_GenomeWideSNP_6_H11_1051400	1	214323915	216008138	1174	0.7433
COAPT_p_TCGASNP_197_201_204_N_GenomeWideSNP_6_H11_1051400	1	216008243	216012141	2	-0.1425
COAPT_p_TCGASNP_197_201_204_N_GenomeWideSNP_6_H11_1051400	1	216014140	218006249	1381	0.7383
COAPT_p_TCGASNP_197_201_204_N_GenomeWideSNP_6_H11_1051400	1	218007024	229786621	7095	0.6928
COAPT_p_TCGASNP_197_201_204_N_GenomeWideSNP_6_H11_1051400	1	229786849	229789777	2	-0.7448
COAPT_p_TCGASNP_197_201_204_N_GenomeWideSNP_6_H11_1051400	1	229791098	239851866	7300	0.6943
COAPT_p_TCGASNP_197_201_204_N_GenomeWideSNP_6_H11_1051400	1	239851879	243503806	2480	0.5444
COAPT_p_TCGASNP_197_201_204_N_GenomeWideSNP_6_H11_1051400	1	243504525	247650984	2013	0.6745
COAPT_p_TCGASNP_197_201_204_N_GenomeWideSNP_6_H11_1051400	2	480597	12752335	7934	-0.6557
COAPT_p_TCGASNP_197_201_204_N_GenomeWideSNP_6_H11_1051400	2	12752803	23020957	6715	-0.6095
COAPT_p_TCGASNP_197_201_204_N_GenomeWideSNP_6_H11_1051400	2	23025336	23623566	461	-0.6905
COAPT_p_TCGASNP_197_201_204_N_GenomeWideSNP_6_H11_1051400	2	23631258	26428089	1264	-0.1873
COAPT_p_TCGASNP_197_201_204_N_GenomeWideSNP_6_H11_1051400	2	26430589	27748087	578	0.4074
COAPT_p_TCGASNP_197_201_204_N_GenomeWideSNP_6_H11_1051400	2	27753777	27782701	15	0.0973
COAPT_p_TCGASNP_197_201_204_N_GenomeWideSNP_6_H11_1051400	2	27784960	28357397	319	0.4176
COAPT_p_TCGASNP_197_201_204_N_GenomeWideSNP_6_H11_1051400	2	28358201	31165759	1929	0.4521
COAPT_p_TCGASNP_197_201_204_N_GenomeWideSNP_6_H11_1051400	2	31166540	44417118	7112	0.4155
COAPT_p_TCGASNP_197_201_204_N_GenomeWideSNP_6_H11_1051400	2	44417138	44799790	238	0.1428
COAPT_p_TCGASNP_197_201_204_N_GenomeWideSNP_6_H11_1051400	2	44812912	51389983	4094	0.4045
COAPT_p_TCGASNP_197_201_204_N_GenomeWideSNP_6_H11_1051400	2	51390464	64567365	7062	0.1542
COAPT_p_TCGASNP_197_201_204_N_GenomeWideSNP_6_H11_1051400	2	64569713	66008220	988	-0.196
COAPT_p_TCGASNP_197_201_204_N_GenomeWideSNP_6_H11_1051400	2	66008903	67626474	1122	-0.6012
COAPT_p_TCGASNP_197_201_204_N_GenomeWideSNP_6_H11_1051400	2	67626489	70975947	2099	-0.6549
COAPT_p_TCGASNP_197_201_204_N_GenomeWideSNP_6_H11_1051400	2	70979830	76308348	2867	-0.5982
COAPT_p_TCGASNP_197_201_204_N_GenomeWideSNP_6_H11_1051400	2	76313239	81569691	2756	-0.1719
COAPT_p_TCGASNP_197_201_204_N_GenomeWideSNP_6_H11_1051400	2	81571039	81577029	4	-1.2032
COAPT_p_TCGASNP_197_201_204_N_GenomeWideSNP_6_H11_1051400	2	81577198	83201164	826	-2.1251
COAPT_p_TCGASNP_197_201_204_N_GenomeWideSNP_6_H11_1051400	2	83206190	85224126	1157	-0.1712
COAPT_p_TCGASNP_197_201_204_N_GenomeWideSNP_6_H11_1051400	2	85229488	85471591	142	0.118
COAPT_p_TCGASNP_197_201_204_N_GenomeWideSNP_6_H11_1051400	2	85472177	88831554	1065	-0.2076
COAPT_p_TCGASNP_197_201_204_N_GenomeWideSNP_6_H11_1051400	2	94675825	108911969	7446	0.3641
COAPT_p_TCGASNP_197_201_204_N_GenomeWideSNP_6_H11_1051400	2	108914350	111717890	953	0.5697
COAPT_p_TCGASNP_197_201_204_N_GenomeWideSNP_6_H11_1051400	2	111720547	118321506	3264	0.3729
COAPT_p_TCGASNP_197_201_204_N_GenomeWideSNP_6_H11_1051400	2	118322694	119690862	984	0.4191
COAPT_p_TCGASNP_197_201_204_N_GenomeWideSNP_6_H11_1051400	2	119697736	143236904	12071	0.3702
COAPT_p_TCGASNP_197_201_204_N_GenomeWideSNP_6_H11_1051400	2	143237494	152973399	5659	0.1137
COAPT_p_TCGASNP_197_201_204_N_GenomeWideSNP_6_H11_1051400	2	152973911	153112562	71	0.353
COAPT_p_TCGASNP_197_201_204_N_GenomeWideSNP_6_H11_1051400	2	153114117	159292264	3490	0.5805
COAPT_p_TCGASNP_197_201_204_N_GenomeWideSNP_6_H11_1051400	2	159292530	159297003	3	1.3613
COAPT_p_TCGASNP_197_201_204_N_GenomeWideSNP_6_H11_1051400	2	159300031	160111934	517	0.5901
COAPT_p_TCGASNP_197_201_204_N_GenomeWideSNP_6_H11_1051400	2	160120196	160146159	20	0.2764
COAPT_p_TCGASNP_197_201_204_N_GenomeWideSNP_6_H11_1051400	2	160154359	161297069	705	0.5938
COAPT_p_TCGASNP_197_201_204_N_GenomeWideSNP_6_H11_1051400	2	161297317	161297809	2	-0.4205
COAPT_p_TCGASNP_197_201_204_N_GenomeWideSNP_6_H11_1051400	2	161301952	165387327	2145	0.598
COAPT_p_TCGASNP_197_201_204_N_GenomeWideSNP_6_H11_1051400	2	165388260	165388720	2	1.7671
